X_numpy,opp1 hands,opp2 hands,opp3 hands,opp1_waiting_yes,opp1_waiting_no,opp2_waiting_yes,opp2_waiting_no,opp3_waiting_yes,opp3_waiting_no,effect1,effect2,effect3
train3142,,,,0,1,0,1,0,1,,,
train3143,,,,0,1,0,1,0,1,,,
train3144,,,,0,1,0,1,0,1,,,
train3145,,,,0,1,0,1,0,1,,,
train3146,,,,0,1,0,1,0,1,,,
train3147,,,,0,1,0,1,0,1,,,
train3148,,,,0,1,0,1,0,1,,,
train3149,,,,0,1,0,1,0,1,,,
train3150,,,,0,1,0,1,0,1,,,
train3151,,,,0,1,0,1,0,1,,,
train3152,,,,0,1,0,1,1,0,,,
train3153,,,,0,1,1,0,1,0,,,
train3154,,,,1,0,1,0,1,0,,,
train3155,,,,1,0,1,0,1,0,,,
train3156,,,,1,0,0,1,0,1,,,
train3157,,,,1,0,0,1,1,0,,,
train3158,,,,1,0,1,0,1,0,,,
train3159,,,,1,0,1,0,1,0,,,
train3160,,,,0,1,1,0,0,1,,,
train3161,,,,1,0,1,0,0,1,,,
train3162,,,,1,0,1,0,0,1,,,
train3163,,,,1,0,1,0,1,0,,,
train3164,,,,1,0,0,1,0,1,,,
train3165,,,,1,0,0,1,1,0,,,
train3166,,,,1,0,0,1,1,0,,,
train3167,,,,1,0,1,0,1,0,,,
train3168,,,,1,0,0,1,0,1,,,
train3169,,,,1,0,0,1,0,1,,,
train3170,,,,1,0,0,1,0,1,,,
train3171,,,,1,0,0,1,0,1,,,
train3172,,,,0,1,0,1,0,1,,,
train3173,,,,0,1,0,1,0,1,,,
train3174,,,,0,1,0,1,0,1,,,
train3175,,,,0,1,0,1,1,0,,,
train3176,,,,0,1,1,0,0,1,,,
train3177,,,,0,1,1,0,0,1,,,
train3178,,,,0,1,1,0,0,1,,,
train3179,,,,0,1,1,0,0,1,,,
train3180,,,,1,0,0,1,0,1,,,
train3181,,,,1,0,0,1,1,0,,,
train3182,,,,1,0,0,1,1,0,,,
train3183,,,,1,0,0,1,1,0,,,
train3184,,,,1,0,0,1,0,1,,,
train3185,,,,1,0,0,1,0,1,,,
train3186,,,,1,0,0,1,0,1,,,
train3187,,,,1,0,0,1,0,1,,,
train3188,,,,0,1,0,1,0,1,,,
train3189,,,,0,1,0,1,0,1,,,
train3190,,,,0,1,0,1,0,1,,,
train3191,,,,0,1,0,1,1,0,,,
train3192,,,,0,1,0,1,0,1,,,
train3193,,,,0,1,0,1,0,1,,,
train3194,,,,1,0,1,0,0,1,,,
train3195,,,,1,0,1,0,1,0,,,
train3196,,,,0,1,0,1,1,0,,,
train3197,,,,0,1,0,1,1,0,,,
train3198,,,,1,0,0,1,1,0,,,
train3199,,,,1,0,1,0,1,0,,,
train3200,,,,0,1,0,1,0,1,,,
train3201,,,,0,1,0,1,0,1,,,
train3202,,,,0,1,0,1,0,1,,,
train3203,,,,0,1,0,1,0,1,,,
train3204,,,,0,1,0,1,1,0,,,
train3205,,,,0,1,0,1,1,0,,,
train3206,,,,0,1,0,1,1,0,,,
train3207,,,,0,1,0,1,1,0,,,
train3208,,,,0,1,1,0,0,1,,,
train3209,,,,0,1,1,0,0,1,,,
train3210,,,,1,0,1,0,0,1,,,
train3211,,,,1,0,1,0,1,0,,,
train3212,,,,1,0,0,1,1,0,,,
train3213,,,,1,0,1,0,1,0,,,
train3214,,,,1,0,1,0,1,0,,,
train3215,,,,1,0,1,0,1,0,,,
train3216,,,,1,0,0,1,1,0,,,
train3217,,,,1,0,0,1,1,0,,,
train3218,,,,1,0,0,1,1,0,,,
train3219,,,,1,0,0,1,1,0,,,
train3220,,,,0,1,1,0,1,0,,,
train3221,,,,0,1,1,0,1,0,,,
train3222,,,,0,1,1,0,1,0,,,
train3223,,,,0,1,1,0,1,0,,,
train3224,,,,0,1,1,0,0,1,,,
train3225,,,,0,1,1,0,0,1,,,
train3226,,,,0,1,1,0,0,1,,,
train3227,,,,0,1,1,0,0,1,,,
train3228,,,,0,1,0,1,1,0,,,
train3229,,,,0,1,0,1,1,0,,,
train3230,,,,0,1,0,1,1,0,,,
train3231,,,,0,1,0,1,1,0,,,
train3232,,,,0,1,0,1,0,1,,,
train3233,,,,0,1,0,1,0,1,,,
train3234,,,,0,1,0,1,0,1,,,
train3235,,,,0,1,1,0,0,1,,,
train3236,,,,1,0,0,1,0,1,,,
train3237,,,,1,0,0,1,1,0,,,
train3238,,,,1,0,0,1,1,0,,,
train3239,,,,1,0,0,1,1,0,,,
train3240,,,,1,0,0,1,1,0,,,
train3241,,,,1,0,0,1,1,0,,,
train3242,,,,1,0,0,1,1,0,,,
train3243,,,,1,0,0,1,1,0,,,
train3244,,,,1,0,1,0,0,1,,,
train3245,,,,1,0,1,0,0,1,,,
train3246,,,,1,0,1,0,0,1,,,
train3247,,,,1,0,1,0,0,1,,,
train3248,,,,0,1,0,1,0,1,,,
train3249,,,,0,1,0,1,0,1,,,
train3250,,,,1,0,1,0,0,1,,,
train3251,,,,1,0,1,0,0,1,,,
train3252,,,,0,1,0,1,1,0,,,
train3253,,,,0,1,0,1,1,0,,,
train3254,,,,0,1,0,1,1,0,,,
train3255,,,,1,0,0,1,1,0,,,
train3256,,,,0,1,0,1,0,1,,,
train3257,,,,0,1,0,1,0,1,,,
train3258,,,,0,1,0,1,1,0,,,
train3259,,,,1,0,0,1,1,0,,,
train3260,,,,0,1,0,1,0,1,,,
train3261,,,,0,1,0,1,0,1,,,
train3262,,,,1,0,0,1,0,1,,,
train3263,,,,1,0,1,0,0,1,,,
train3264,,,,0,1,0,1,0,1,,,
train3265,,,,0,1,0,1,0,1,,,
train3266,,,,0,1,0,1,0,1,,,
train3267,,,,0,1,0,1,0,1,,,
train3268,,,,0,1,0,1,1,0,,,
train3269,,,,0,1,0,1,1,0,,,
train3270,,,,0,1,0,1,1,0,,,
train3271,,,,0,1,0,1,1,0,,,
train3272,,,,0,1,0,1,0,1,,,
train3273,,,,0,1,0,1,0,1,,,
train3274,,,,0,1,0,1,0,1,,,
train3275,,,,1,0,0,1,1,0,,,
train3276,,,,1,0,0,1,0,1,,,
train3277,,,,1,0,1,0,0,1,,,
train3278,,,,1,0,1,0,0,1,,,
train3279,,,,1,0,1,0,0,1,,,
train3280,,,,0,1,0,1,1,0,,,
train3281,,,,0,1,0,1,1,0,,,
train3282,,,,0,1,0,1,1,0,,,
train3283,,,,0,1,0,1,1,0,,,
train3284,,,,0,1,1,0,0,1,,,
train3285,,,,0,1,1,0,1,0,,,
train3286,,,,0,1,1,0,1,0,,,
train3287,,,,0,1,1,0,1,0,,,
train3288,,,,1,0,1,0,1,0,,,
train3289,,,,1,0,1,0,1,0,,,
train3290,,,,1,0,1,0,1,0,,,
train3291,,,,1,0,1,0,1,0,,,
train3292,,,,0,1,1,0,1,0,,,
train3293,,,,1,0,1,0,1,0,,,
train3294,,,,1,0,1,0,1,0,,,
train3295,,,,1,0,1,0,1,0,,,
train3296,,,,1,0,0,1,0,1,,,
train3297,,,,1,0,1,0,0,1,,,
train3298,,,,1,0,1,0,1,0,,,
train3299,,,,1,0,1,0,1,0,,,
train3300,,,,0,1,0,1,0,1,,,
train3301,,,,0,1,0,1,0,1,,,
train3302,,,,1,0,0,1,0,1,,,
train3303,,,,1,0,1,0,0,1,,,
train3304,,,,0,1,0,1,0,1,,,
train3305,,,,0,1,1,0,0,1,,,
train3306,,,,0,1,1,0,0,1,,,
train3307,,,,0,1,1,0,0,1,,,
train3308,,,,0,1,0,1,0,1,,,
train3309,,,,1,0,0,1,0,1,,,
train3310,,,,1,0,0,1,0,1,,,
train3311,,,,1,0,0,1,1,0,,,
train3312,,,,0,1,0,1,0,1,,,
train3313,,,,0,1,0,1,0,1,,,
train3314,,,,0,1,1,0,0,1,,,
train3315,,,,0,1,1,0,0,1,,,
train3316,,,,0,1,0,1,0,1,,,
train3317,,,,0,1,0,1,0,1,,,
train3318,,,,0,1,0,1,1,0,,,
train3319,,,,0,1,0,1,1,0,,,
train3320,,,,0,1,1,0,0,1,,,
train3321,,,,0,1,1,0,0,1,,,
train3322,,,,0,1,1,0,0,1,,,
train3323,,,,0,1,1,0,0,1,,,
train3324,,,,1,0,0,1,0,1,,,
train3325,,,,1,0,0,1,0,1,,,
train3326,,,,1,0,0,1,0,1,,,
train3327,,,,1,0,0,1,1,0,,,
train3328,,,,0,1,0,1,0,1,,,
train3329,,,,0,1,0,1,0,1,,,
train3330,,,,0,1,0,1,0,1,,,
train3331,,,,0,1,0,1,0,1,,,
train3332,,,,0,1,0,1,0,1,,,
train3333,,,,0,1,0,1,0,1,,,
train3334,,,,1,0,0,1,0,1,,,
train3335,,,,1,0,0,1,0,1,,,
train3336,,,,0,1,0,1,1,0,,,
train3337,,,,1,0,0,1,1,0,,,
train3338,,,,1,0,0,1,1,0,,,
train3339,,,,0,1,0,1,1,0,,,
train3340,,,,0,1,1,0,0,1,,,
train3341,,,,0,1,1,0,0,1,,,
train3342,,,,1,0,0,1,0,1,,,
train3343,,,,1,0,0,1,0,1,,,
train3344,,,,0,1,0,1,0,1,,,
train3345,,,,0,1,0,1,0,1,,,
train3346,,,,1,0,0,1,0,1,,,
train3347,,,,1,0,0,1,1,0,,,
train3348,,,,0,1,0,1,0,1,,,
train3349,,,,0,1,0,1,0,1,,,
train3350,,,,0,1,0,1,1,0,,,
train3351,,,,0,1,0,1,1,0,,,
train3352,,,,0,1,0,1,1,0,,,
train3353,,,,0,1,0,1,1,0,,,
train3354,,,,1,0,0,1,1,0,,,
train3355,,,,1,0,0,1,1,0,,,
train3356,,,,1,0,0,1,0,1,,,
train3357,,,,1,0,1,0,0,1,,,
train3358,,,,1,0,1,0,0,1,,,
train3359,,,,1,0,1,0,0,1,,,
train3360,,,,0,1,0,1,0,1,,,
train3361,,,,0,1,0,1,0,1,,,
train3362,,,,0,1,0,1,0,1,,,
train3363,,,,0,1,0,1,0,1,,,
train3364,,,,0,1,0,1,0,1,,,
train3365,,,,0,1,0,1,0,1,,,
train3366,,,,0,1,0,1,1,0,,,
train3367,,,,0,1,0,1,1,0,,,
train3368,,,,0,1,0,1,0,1,,,
train3369,,,,0,1,0,1,0,1,,,
train3370,,,,0,1,1,0,0,1,,,
train3371,,,,0,1,1,0,1,0,,,
train3372,,,,0,1,0,1,0,1,,,
train3373,,,,0,1,0,1,0,1,,,
train3374,,,,1,0,0,1,0,1,,,
train3375,,,,1,0,1,0,0,1,,,
train3376,,,,1,0,0,1,1,0,,,
train3377,,,,1,0,0,1,1,0,,,
train3378,,,,1,0,0,1,1,0,,,
train3379,,,,1,0,0,1,0,1,,,
train3380,,,,0,1,0,1,0,1,,,
train3381,,,,0,1,1,0,0,1,,,
train3382,,,,0,1,1,0,0,1,,,
train3383,,,,0,1,1,0,0,1,,,
train3384,,,,0,1,0,1,0,1,,,
train3385,,,,0,1,0,1,1,0,,,
train3386,,,,0,1,0,1,1,0,,,
train3387,,,,0,1,0,1,1,0,,,
train3388,,,,0,1,1,0,1,0,,,
train3389,,,,0,1,1,0,1,0,,,
train3390,,,,0,1,1,0,1,0,,,
train3391,,,,0,1,1,0,1,0,,,
train3392,,,,0,1,1,0,1,0,,,
train3393,,,,0,1,1,0,1,0,,,
train3394,,,,0,1,1,0,1,0,,,
train3395,,,,1,0,1,0,1,0,,,
train3396,,,,1,0,1,0,1,0,,,
train3397,,,,1,0,1,0,1,0,,,
train3398,,,,1,0,1,0,1,0,,,
train3399,,,,1,0,1,0,1,0,,,
train3400,,,,0,1,1,0,1,0,,,
train3401,,,,0,1,1,0,1,0,,,
train3402,,,,0,1,1,0,1,0,,,
train3403,,,,1,0,1,0,1,0,,,
train3404,,,,1,0,1,0,0,1,,,
train3405,,,,1,0,1,0,0,1,,,
train3406,,,,1,0,1,0,0,1,,,
train3407,,,,1,0,1,0,0,1,,,
train3408,,,,0,1,0,1,0,1,,,
train3409,,,,0,1,0,1,0,1,,,
train3410,,,,0,1,0,1,1,0,,,
train3411,,,,0,1,1,0,1,0,,,
train3412,,,,0,1,0,1,0,1,,,
train3413,,,,0,1,1,0,0,1,,,
train3414,,,,1,0,1,0,0,1,,,
train3415,,,,1,0,1,0,0,1,,,
train3416,,,,0,1,1,0,1,0,,,
train3417,,,,0,1,1,0,1,0,,,
train3418,,,,0,1,1,0,1,0,,,
train3419,,,,0,1,1,0,1,0,,,
train3420,,,,1,0,1,0,1,0,,,
train3421,,,,1,0,1,0,1,0,,,
train3422,,,,1,0,1,0,1,0,,,
train3423,,,,1,0,1,0,1,0,,,
train3424,,,,0,1,0,1,0,1,,,
train3425,,,,0,1,1,0,0,1,,,
train3426,,,,0,1,1,0,0,1,,,
train3427,,,,0,1,1,0,0,1,,,
train3428,,,,0,1,0,1,0,1,,,
train3429,,,,0,1,0,1,0,1,,,
train3430,,,,1,0,0,1,0,1,,,
train3431,,,,1,0,0,1,0,1,,,
train3432,,,,0,1,0,1,1,0,,,
train3433,,,,0,1,0,1,1,0,,,
train3434,,,,0,1,0,1,1,0,,,
train3435,,,,0,1,1,0,1,0,,,
train3436,,,,0,1,1,0,0,1,,,
train3437,,,,0,1,1,0,1,0,,,
train3438,,,,0,1,1,0,1,0,,,
train3439,,,,0,1,1,0,1,0,,,
train3440,,,,1,0,1,0,0,1,,,
train3441,,,,1,0,1,0,0,1,,,
train3442,,,,1,0,1,0,0,1,,,
train3443,,,,1,0,1,0,0,1,,,
train3444,,,,1,0,0,1,0,1,,,
train3445,,,,1,0,0,1,1,0,,,
train3446,,,,1,0,0,1,1,0,,,
train3447,,,,1,0,0,1,1,0,,,
train3448,,,,1,0,0,1,0,1,,,
train3449,,,,1,0,0,1,0,1,,,
train3450,,,,1,0,0,1,0,1,,,
train3451,,,,1,0,0,1,0,1,,,
train3452,,,,0,1,0,1,0,1,,,
train3453,,,,0,1,0,1,0,1,,,
train3454,,,,0,1,0,1,1,0,,,
train3455,,,,0,1,0,1,1,0,,,
train3456,,,,0,1,1,0,1,0,,,
train3457,,,,0,1,1,0,1,0,,,
train3458,,,,1,0,1,0,1,0,,,
train3459,,,,1,0,1,0,1,0,,,
train3460,,,,1,0,1,0,1,0,,,
train3461,,,,1,0,1,0,1,0,,,
train3462,,,,1,0,1,0,1,0,,,
train3463,,,,1,0,1,0,1,0,,,
train3464,,,,0,1,0,1,1,0,,,
train3465,,,,1,0,1,0,1,0,,,
train3466,,,,1,0,1,0,1,0,,,
train3467,,,,1,0,1,0,1,0,,,
train3468,,,,0,1,1,0,1,0,,,
train3469,,,,1,0,1,0,1,0,,,
train3470,,,,1,0,1,0,1,0,,,
train3471,,,,1,0,1,0,1,0,,,
train3472,,,,0,1,0,1,1,0,,,
train3473,,,,0,1,0,1,1,0,,,
train3474,,,,1,0,0,1,1,0,,,
train3475,,,,1,0,0,1,1,0,,,
train3476,,,,0,1,1,0,0,1,,,
train3477,,,,0,1,1,0,0,1,,,
train3478,,,,0,1,1,0,0,1,,,
train3479,,,,0,1,1,0,0,1,,,
train3480,,,,0,1,0,1,0,1,,,
train3481,,,,0,1,0,1,0,1,,,
train3482,,,,0,1,1,0,0,1,,,
train3483,,,,0,1,1,0,0,1,,,
train3484,,,,0,1,0,1,0,1,,,
train3485,,,,0,1,0,1,0,1,,,
train3486,,,,0,1,0,1,0,1,,,
train3487,,,,1,0,0,1,0,1,,,
train3488,,,,0,1,0,1,0,1,,,
train3489,,,,0,1,0,1,1,0,,,
train3490,,,,0,1,0,1,1,0,,,
train3491,,,,0,1,0,1,1,0,,,
train3492,,,,0,1,0,1,0,1,,,
train3493,,,,0,1,1,0,0,1,,,
train3494,,,,0,1,1,0,0,1,,,
train3495,,,,0,1,1,0,0,1,,,
train3496,,,,0,1,0,1,0,1,,,
train3497,,,,0,1,0,1,0,1,,,
train3498,,,,0,1,1,0,0,1,,,
train3499,,,,0,1,1,0,0,1,,,
train3500,,,,0,1,0,1,0,1,,,
train3501,,,,0,1,0,1,0,1,,,
train3502,,,,1,0,0,1,0,1,,,
train3503,,,,1,0,0,1,0,1,,,
train3504,,,,0,1,1,0,1,0,,,
train3505,,,,0,1,1,0,1,0,,,
train3506,,,,1,0,1,0,1,0,,,
train3507,,,,1,0,1,0,1,0,,,
train3508,,,,1,0,1,0,0,1,,,
train3509,,,,1,0,1,0,0,1,,,
train3510,,,,1,0,1,0,0,1,,,
train3511,,,,1,0,1,0,0,1,,,
train3512,,,,0,1,0,1,0,1,,,
train3513,,,,0,1,0,1,0,1,,,
train3514,,,,0,1,0,1,0,1,,,
train3515,,,,0,1,0,1,0,1,,,
train3516,,,,0,1,0,1,1,0,,,
train3517,,,,0,1,0,1,1,0,,,
train3518,,,,0,1,0,1,1,0,,,
train3519,,,,0,1,0,1,1,0,,,
train3520,,,,0,1,0,1,0,1,,,
train3521,,,,0,1,0,1,0,1,,,
train3522,,,,1,0,0,1,0,1,,,
train3523,,,,1,0,1,0,0,1,,,
train3524,,,,0,1,0,1,1,0,,,
train3525,,,,0,1,0,1,1,0,,,
train3526,,,,0,1,0,1,1,0,,,
train3527,,,,1,0,0,1,1,0,,,
train3528,,,,1,0,1,0,0,1,,,
train3529,,,,1,0,1,0,0,1,,,
train3530,,,,1,0,1,0,0,1,,,
train3531,,,,1,0,1,0,0,1,,,
train3532,,,,1,0,1,0,0,1,,,
train3533,,,,1,0,0,1,0,1,,,
train3534,,,,1,0,0,1,0,1,,,
train3535,,,,1,0,0,1,0,1,,,
train3536,,,,0,1,0,1,0,1,,,
train3537,,,,0,1,0,1,0,1,,,
train3538,,,,0,1,0,1,0,1,,,
train3539,,,,0,1,0,1,1,0,,,
train3540,,,,0,1,0,1,0,1,,,
train3541,,,,0,1,0,1,1,0,,,
train3542,,,,0,1,0,1,1,0,,,
train3543,,,,0,1,1,0,1,0,,,
train3544,,,,0,1,0,1,0,1,,,
train3545,,,,0,1,0,1,0,1,,,
train3546,,,,0,1,0,1,1,0,,,
train3547,,,,0,1,0,1,1,0,,,
train3548,,,,0,1,0,1,0,1,,,
train3549,,,,0,1,0,1,0,1,,,
train3550,,,,0,1,1,0,0,1,,,
train3551,,,,0,1,1,0,0,1,,,
train3552,,,,0,1,0,1,0,1,,,
train3553,,,,0,1,0,1,0,1,,,
train3554,,,,0,1,1,0,0,1,,,
train3555,,,,0,1,1,0,0,1,,,
train3556,,,,0,1,0,1,0,1,,,
train3557,,,,0,1,0,1,0,1,,,
train3558,,,,1,0,0,1,0,1,,,
train3559,,,,1,0,0,1,0,1,,,
train3560,,,,0,1,0,1,0,1,,,
train3561,,,,0,1,0,1,0,1,,,
train3562,,,,0,1,0,1,0,1,,,
train3563,,,,0,1,0,1,1,0,,,
train3564,,,,1,0,0,1,0,1,,,
train3565,,,,1,0,0,1,0,1,,,
train3566,,,,1,0,0,1,0,1,,,
train3567,,,,1,0,0,1,0,1,,,
train3568,,,,0,1,0,1,0,1,,,
train3569,,,,1,0,0,1,0,1,,,
train3570,,,,1,0,0,1,1,0,,,
train3571,,,,1,0,0,1,1,0,,,
train3572,,,,0,1,0,1,0,1,,,
train3573,,,,0,1,1,0,0,1,,,
train3574,,,,0,1,1,0,0,1,,,
train3575,,,,1,0,1,0,0,1,,,
train3576,,,,0,1,1,0,1,0,,,
train3577,,,,1,0,1,0,1,0,,,
train3578,,,,1,0,1,0,1,0,,,
train3579,,,,1,0,1,0,1,0,,,
train3580,,,,1,0,1,0,1,0,,,
train3581,,,,1,0,1,0,1,0,,,
train3582,,,,1,0,1,0,1,0,,,
train3583,,,,1,0,1,0,1,0,,,
train3584,,,,0,1,1,0,0,1,,,
train3585,,,,0,1,1,0,0,1,,,
train3586,,,,1,0,1,0,0,1,,,
train3587,,,,1,0,1,0,1,0,,,
train3588,,,,1,0,0,1,0,1,,,
train3589,,,,1,0,0,1,0,1,,,
train3590,,,,1,0,0,1,1,0,,,
train3591,,,,1,0,1,0,1,0,,,
train3592,,,,0,1,1,0,1,0,,,
train3593,,,,0,1,1,0,1,0,,,
train3594,,,,0,1,1,0,1,0,,,
train3595,,,,1,0,1,0,1,0,,,
train3596,,,,1,0,0,1,1,0,,,
train3597,,,,1,0,0,1,1,0,,,
train3598,,,,1,0,0,1,1,0,,,
train3599,,,,1,0,1,0,1,0,,,
train3600,,,,0,1,1,0,0,1,,,
train3601,,,,1,0,1,0,0,1,,,
train3602,,,,1,0,1,0,0,1,,,
train3603,,,,1,0,1,0,0,1,,,
train3604,,,,1,0,0,1,1,0,,,
train3605,,,,1,0,0,1,1,0,,,
train3606,,,,1,0,0,1,1,0,,,
train3607,,,,1,0,0,1,1,0,,,
train3608,,,,0,1,0,1,0,1,,,
train3609,,,,0,1,1,0,0,1,,,
train3610,,,,0,1,1,0,0,1,,,
train3611,,,,0,1,1,0,0,1,,,
train3612,,,,0,1,0,1,0,1,,,
train3613,,,,1,0,0,1,0,1,,,
train3614,,,,1,0,0,1,0,1,,,
train3615,,,,1,0,0,1,1,0,,,
train3616,,,,0,1,0,1,0,1,,,
train3617,,,,0,1,0,1,0,1,,,
train3618,,,,0,1,0,1,1,0,,,
train3619,,,,0,1,0,1,1,0,,,
train3620,,,,0,1,0,1,0,1,,,
train3621,,,,0,1,1,0,0,1,,,
train3622,,,,0,1,1,0,0,1,,,
train3623,,,,0,1,1,0,0,1,,,
train3624,,,,0,1,1,0,1,0,,,
train3625,,,,0,1,1,0,1,0,,,
train3626,,,,0,1,1,0,1,0,,,
train3627,,,,1,0,1,0,1,0,,,
train3628,,,,1,0,1,0,0,1,,,
train3629,,,,1,0,1,0,0,1,,,
train3630,,,,1,0,1,0,1,0,,,
train3631,,,,1,0,1,0,1,0,,,
train3632,,,,0,1,0,1,0,1,,,
train3633,,,,0,1,0,1,0,1,,,
train3634,,,,0,1,0,1,0,1,,,
train3635,,,,0,1,0,1,0,1,,,
train3636,,,,0,1,0,1,1,0,,,
train3637,,,,0,1,0,1,1,0,,,
train3638,,,,0,1,0,1,1,0,,,
train3639,,,,0,1,0,1,1,0,,,
train3640,,,,1,0,0,1,1,0,,,
train3641,,,,1,0,0,1,1,0,,,
train3642,,,,1,0,0,1,1,0,,,
train3643,,,,1,0,1,0,1,0,,,
train3644,,,,0,1,1,0,0,1,,,
train3645,,,,0,1,1,0,0,1,,,
train3646,,,,0,1,1,0,0,1,,,
train3647,,,,0,1,1,0,0,1,,,
train3648,,,,0,1,0,1,0,1,,,
train3649,,,,0,1,0,1,0,1,,,
train3650,,,,0,1,0,1,0,1,,,
train3651,,,,0,1,0,1,0,1,,,
train3652,,,,0,1,0,1,1,0,,,
train3653,,,,0,1,0,1,1,0,,,
train3654,,,,0,1,0,1,1,0,,,
train3655,,,,0,1,0,1,1,0,,,
train3656,,,,1,0,0,1,1,0,,,
train3657,,,,1,0,0,1,1,0,,,
train3658,,,,1,0,0,1,1,0,,,
train3659,,,,1,0,0,1,1,0,,,
train3660,,,,0,1,0,1,0,1,,,
train3661,,,,0,1,1,0,0,1,,,
train3662,,,,0,1,1,0,1,0,,,
train3663,,,,0,1,1,0,1,0,,,
train3664,,,,0,1,0,1,0,1,,,
train3665,,,,1,0,0,1,0,1,,,
train3666,,,,1,0,0,1,0,1,,,
train3667,,,,1,0,0,1,0,1,,,
train3668,,,,0,1,0,1,0,1,,,
train3669,,,,0,1,0,1,0,1,,,
train3670,,,,0,1,0,1,0,1,,,
train3671,,,,0,1,0,1,0,1,,,
train3672,,,,1,0,1,0,1,0,,,
train3673,,,,1,0,1,0,1,0,,,
train3674,,,,1,0,1,0,1,0,,,
train3675,,,,1,0,1,0,1,0,,,
train3676,,,,1,0,1,0,0,1,,,
train3677,,,,1,0,1,0,0,1,,,
train3678,,,,1,0,1,0,0,1,,,
train3679,,,,1,0,1,0,0,1,,,
train3680,,,,0,1,0,1,0,1,,,
train3681,,,,0,1,0,1,1,0,,,
train3682,,,,0,1,0,1,1,0,,,
train3683,,,,0,1,0,1,1,0,,,
train3684,,,,0,1,0,1,0,1,,,
train3685,,,,0,1,1,0,0,1,,,
train3686,,,,0,1,1,0,0,1,,,
train3687,,,,0,1,1,0,1,0,,,
train3688,,,,1,0,1,0,0,1,,,
train3689,,,,1,0,1,0,1,0,,,
train3690,,,,1,0,1,0,1,0,,,
train3691,,,,1,0,1,0,1,0,,,
train3692,,,,1,0,0,1,0,1,,,
train3693,,,,1,0,1,0,0,1,,,
train3694,,,,1,0,1,0,0,1,,,
train3695,,,,1,0,1,0,0,1,,,
train3696,,,,0,1,1,0,0,1,,,
train3697,,,,0,1,1,0,0,1,,,
train3698,,,,0,1,1,0,0,1,,,
train3699,,,,0,1,1,0,0,1,,,
train3700,,,,0,1,0,1,1,0,,,
train3701,,,,0,1,0,1,1,0,,,
train3702,,,,0,1,0,1,1,0,,,
train3703,,,,0,1,1,0,1,0,,,
train3704,,,,0,1,0,1,0,1,,,
train3705,,,,1,0,0,1,0,1,,,
train3706,,,,1,0,0,1,0,1,,,
train3707,,,,1,0,0,1,0,1,,,
train3708,,,,0,1,0,1,0,1,,,
train3709,,,,0,1,1,0,0,1,,,
train3710,,,,0,1,1,0,0,1,,,
train3711,,,,1,0,1,0,1,0,,,
train3712,,,,1,0,0,1,0,1,,,
train3713,,,,1,0,0,1,0,1,,,
train3714,,,,1,0,0,1,1,0,,,
train3715,,,,1,0,0,1,1,0,,,
train3716,,,,0,1,1,0,0,1,,,
train3717,,,,0,1,1,0,0,1,,,
train3718,,,,0,1,1,0,0,1,,,
train3719,,,,0,1,1,0,0,1,,,
train3720,,,,0,1,0,1,0,1,,,
train3721,,,,0,1,0,1,0,1,,,
train3722,,,,0,1,1,0,0,1,,,
train3723,,,,0,1,1,0,0,1,,,
train3724,,,,0,1,0,1,0,1,,,
train3725,,,,0,1,0,1,0,1,,,
train3726,,,,0,1,0,1,1,0,,,
train3727,,,,1,0,0,1,1,0,,,
train3728,,,,0,1,0,1,1,0,,,
train3729,,,,0,1,0,1,1,0,,,
train3730,,,,0,1,0,1,1,0,,,
train3731,,,,0,1,1,0,1,0,,,
train3732,,,,0,1,0,1,0,1,,,
train3733,,,,0,1,0,1,0,1,,,
train3734,,,,1,0,0,1,1,0,,,
train3735,,,,1,0,0,1,1,0,,,
train3736,,,,0,1,1,0,0,1,,,
train3737,,,,0,1,1,0,0,1,,,
train3738,,,,0,1,1,0,0,1,,,
train3739,,,,1,0,1,0,0,1,,,
train3740,,,,1,0,0,1,0,1,,,
train3741,,,,1,0,0,1,1,0,,,
train3742,,,,1,0,0,1,1,0,,,
train3743,,,,1,0,0,1,1,0,,,
train3744,,,,0,1,0,1,0,1,,,
train3745,,,,0,1,0,1,0,1,,,
train3746,,,,0,1,0,1,0,1,,,
train3747,,,,0,1,0,1,0,1,,,
train3748,,,,0,1,0,1,0,1,,,
train3749,,,,0,1,0,1,0,1,,,
train3750,,,,0,1,0,1,1,0,,,
train3751,,,,0,1,0,1,1,0,,,
train3752,,,,1,0,0,1,0,1,,,
train3753,,,,1,0,0,1,0,1,,,
train3754,,,,1,0,0,1,0,1,,,
train3755,,,,1,0,0,1,1,0,,,
train3756,,,,0,1,0,1,1,0,,,
train3757,,,,0,1,0,1,1,0,,,
train3758,,,,0,1,1,0,1,0,,,
train3759,,,,0,1,1,0,1,0,,,
train3760,,,,1,0,1,0,1,0,,,
train3761,,,,1,0,1,0,1,0,,,
train3762,,,,1,0,1,0,1,0,,,
train3763,,,,1,0,1,0,1,0,,,
train3764,,,,1,0,1,0,1,0,,,
train3765,,,,1,0,1,0,1,0,,,
train3766,,,,1,0,1,0,1,0,,,
train3767,,,,1,0,1,0,1,0,,,
train3768,,,,0,1,0,1,0,1,,,
train3769,,,,0,1,1,0,0,1,,,
train3770,,,,0,1,1,0,1,0,,,
train3771,,,,0,1,1,0,1,0,,,
train3772,,,,0,1,0,1,0,1,,,
